PM2.5,PM10,NO2,CO,Temperature,Humidity
74.90802376947249,55.53987865158589,26.1705683735906,6.72702994208898,18.59979391417964,39.363552027744205
190.14286128198324,162.57028421350745,24.697879907199983,7.966813971913723,30.27161646499932,47.34356593750214
146.398788362281,261.8837507629225,90.62545805210368,2.50467898792499,28.008046489507954,85.45473932021804
119.73169683940732,219.6674659228684,24.95461998495061,6.248740996069989,-2.305004765311316,34.00043860598922
31.203728088487303,241.9683443584349,27.1949726128631,5.717459831437487,-2.5375265129263047,86.96496848121713
31.19890406724053,197.6350100132152,75.93982624179637,8.32830376788271,3.408718387245667,8.813443097669149
11.616722433639891,207.6829693553557,44.973984245054,9.060870604812605,8.053736317051861,77.67984372086308
173.23522915498702,254.75869546959575,77.67105569551812,0.121567714773868,10.42277907042413,84.75476330547363
120.22300234864176,74.90040265775578,6.536615756438524,6.740199190587926,23.984860841667263,18.181765283733878
141.6145155592091,146.82748909294213,48.75711936733843,0.5183579911972902,-7.165978391708229,43.03465323722004
4.116898859160489,66.36283254588066,3.3613600183282637,5.488586650773559,-8.26636478869668,16.54997746636556
193.98197043239887,296.3004023989941,6.265320345535452,2.876327290436782,9.595528147195452,70.66041289942177
166.48852816008434,283.217801905984,90.64374533444108,3.067765995221412,24.858184606899023,53.53477680616568
42.46782213565523,11.82804341055177,13.924537111759516,3.5295850345235658,-0.328232852175871,63.5323346708321
36.364993441420125,211.67255175470652,53.24206822752171,6.212924490496102,22.075224062812588,19.64869669562112
36.68090197068676,277.5744952246998,41.10956026007065,3.340499656687692,2.991406897014974,21.17458620524195
60.84844859190754,54.17260353820006,34.73433262588427,7.326990505902804,34.30430544067582,4.149732550990636
104.95128632644756,170.38356916578883,89.98333456872724,4.045273855738697,34.78449721333082,32.20675351957297
86.38900372842315,274.6464892764126,2.18233967754895,0.6835320030995862,4.864360214066325,55.97446613336749
58.245828039608384,10.183793575739651,66.37896861755891,7.837598424841072,1.4996876981620255,85.79349139973289
122.3705789444759,209.226080174052,96.33944342135504,2.85758324592706,10.565198603311565,66.69274474586807
27.898772130408368,89.20470221176522,56.0168183461842,4.3276687959926265,2.026579259007436,43.53963233997514
58.42892970704363,277.3188586129591,93.68224620330918,6.854438832219016,23.61919216458518,95.31201143941378
73.27236865873834,291.3174735496103,5.225787928602377,3.32456157148712,31.30323422741428,71.92452005758318
91.2139968434072,283.27994673403015,41.87933190741614,0.5658565614671562,23.654606545560853,93.016520286255
157.03519227860272,142.26426499723914,26.015779096205115,3.739210470128136,31.21752236246748,52.75879732721657
39.93475643167195,258.61279529679405,73.08209649807299,9.444485826943032,9.849608110373708,25.89042747931396
102.84688768272233,253.3648195605211,98.12970904972468,6.417343972985582,-2.1841514645569573,5.282668636472199
118.4829137724085,95.7301419729767,25.65300624442478,6.71479148667207,26.89754736987961,72.60848514838504
9.290082543999546,248.6746422452032,65.41746014740745,6.322821536376399,8.023725257077693,12.130299800553413
121.50897038028768,11.102290414647786,19.809763275974014,1.989921389594368,23.563541261456628,30.27751282719672
34.10482473745831,178.88096354461592,56.53302545716099,4.183338641022801,3.5321970990882825,53.24709078838974
13.010318597055903,69.00265118631091,46.39324866883362,7.509397983633183,-5.938518259666367,56.441658777974766
189.77710745066665,36.17006573318364,97.2005329631537,1.0137289755315917,39.62908977438817,60.0583196987136
193.12640661491187,23.085960488762748,60.85272726964666,2.7785277608971226,-2.189924603470036,16.625533034970065
161.67946962329222,208.88663276344192,34.95063720868188,2.763191084658536,39.42104969817405,37.97374048216488
60.92275383467414,101.96248913041984,11.409578488793336,4.32018927594506,38.86399662832236,61.71942271169667
19.534422801276776,217.43003145862843,15.124682873493455,9.803687409421851,29.69090519540198,96.98188646337849
136.8466053024314,19.60690223968271,22.53169299512351,0.6750254668382194,22.97114810409988,72.76311376996887
88.03049874792026,94.5871013491831,25.0966661340298,5.187009943805951,18.890352512554237,92.2603757093958
24.407646968955767,161.84738771260118,85.06160578411378,1.7936468201221043,33.305077268891736,76.2212058314177
99.03538202225404,237.21694945168903,56.12227882825249,9.70676545409744,4.471976080974397,59.171696889240046
6.877704223043679,95.62575087962098,52.33909113743665,1.133035047274642,13.384060624243851,19.20233691363445
181.8640804157564,187.76741293110277,11.476887186921749,4.036010023615912,20.969498468325096,66.66856518925131
51.75599632000338,265.79332447085613,86.0139693349435,7.378849848346062,10.559523793474554,62.337956595990704
132.5044568707964,184.75895645469137,72.28143032084837,7.045544280274453,11.3743227045134,60.24691704572665
62.34221521788219,69.88784242609013,6.766836190000158,4.227286368939323,6.514233375104219,48.97858679882408
104.01360423556216,7.320234466961406,70.78350972297687,3.4652416795271823,18.2115908342268,52.86566039892756
109.34205586865592,261.029662170279,54.353821734264606,3.9761237855287055,32.5287264007558,33.44425271181041
36.97089110510541,6.380823255116141,8.172534574677826,2.642762631586393,0.0764189003156428,51.93126926423032
193.9169255529117,262.4105018052598,45.830064152865646,2.053329387067998,36.72165193767207,19.755590567847825
155.02656467222292,158.68114020816358,48.469628713004695,4.8303969755889,24.45438268741148,80.51743973603767
187.8997883128378,281.72030955386884,16.577454016327575,2.685337560676073,31.16366063400151,18.577695469870783
178.96547008552977,239.6349707320996,94.56981470002825,2.874616648972501,17.809534631500583,8.496628988946641
119.57999576221702,299.38023316000124,84.99753714806619,6.56756063474557,28.97583507120317,43.62460263571574
184.37484700462335,105.21354463551305,66.90223373291083,9.685373316998922,-9.18998013302664,65.83074395060619
17.6985004103839,230.1564866793381,46.22955610006072,6.036372005593751,30.91902123897676,43.771682493354135
39.19657248382904,120.57927408277264,41.17655415845085,0.7697946706496628,-7.993057045731674,27.67541319513086
9.045457782107611,143.96268609117266,65.09734671509541,0.7558361385406698,34.49566881814312,55.81711838904408
65.06606615265287,188.25163896551103,54.54318694069055,9.51423220845566,39.59813736193217,34.700233541219994
77.7354579378964,262.10313425590164,6.227310588188562,2.9729079030733363,4.703373108838891,93.28676901266331
54.26980635477919,295.22504075978856,51.25026487703317,0.9206698608247544,0.5159278142896824,92.2645139603572
165.74750183038586,230.48202415935543,80.64036172328395,5.990445871503816,28.26816819290204,50.23718199720955
71.35066533871786,125.33003465020012,45.923987759695805,6.236487782902661,2.651317046012661,32.78839940182585
56.18690193747615,126.40710068312106,5.195657755426842,6.485048201186881,33.278119158610174,73.71324139566391
108.5392166316497,221.27469047666744,78.6278199384033,2.674020278575413,-4.857870392126165,3.671294348306664
28.184844994952527,71.6331437304907,20.13637821359744,0.1511068421447503,-3.702240181032087,47.47690060436513
160.43939615080794,33.1422339394184,25.86208348880388,9.650153694544718,38.957577755030776,33.63233942703335
14.910128735954164,106.38664729223296,16.47063534322959,2.508930456911025,23.69194491350023,92.05358851025548
197.37738732010345,86.17169749622452,33.02150648714976,6.760262880525475,32.34436122144764,1.2003027272682545
154.44895385933148,88.89243613679703,75.6751505688635,7.066298698787096,6.216468867575902,55.28148757183491
